event_index,event_type,start_time,end_time,duration,observer_index,target_index,task_index,level,param,class
32,aircraft_arrival,2024/4/25 4:21,2024/4/25 4:17,0,2,2,3,0,,action
33,aircraft_arrival,2024/4/25 4:24,2024/4/25 4:20,0,5,2,3,0,,action
34,aircraft_arrival,2024/4/25 4:24,2024/4/25 4:20,0,4,2,3,0,,action
35,aircraft_reconnoitre_complete,2024/4/25 4:31,2024/4/25 4:20,0,4,2,3,0,,action
36,report_mission_over,2024/4/25 4:31,2024/4/25 4:20,0,4,2,3,0,information,report
37,report_satellite_validation,2024/4/25 4:36,None,None,40,1,2,0,,report
38,rule_assign_aircraft_reconnoitre,2024/4/25 4:38,None,None,-1,1,2,0,[4; 6],rule
39,aircraft_arrival,2024/4/25 4:41,2024/4/25 4:38,0,4,1,2,0,,action
40,aircraft_arrival,2024/4/25 4:41,2024/4/25 4:38,0,6,1,2,0,,action
41,reconnoitre_failure_reassign,2024/4/25 4:38,None,None,6,1,2,0,{'reconnoitre_count': 1},action
42,aircraft_reconnoitre_complete,2024/4/25 4:38,None,None,6,1,2,0,,action
43,report_mission_over,2024/4/25 4:38,None,None,6,1,2,0,information,report
44,aircraft_reconnoitre_complete,2024/4/25 4:46,2024/4/25 4:38,0,4,1,2,0,,action
45,report_mission_over,2024/4/25 4:46,2024/4/25 4:38,0,4,1,2,0,information,report
46,report_satellite_validation,2024/4/25 4:53,None,None,40,0,1,0,,report
47,rule_assign_aircraft_reconnoitre,2024/4/25 4:55,None,None,-1,0,1,0,[4; 6],rule
48,aircraft_arrival,2024/4/25 4:59,2024/4/25 4:55,0,4,0,1,0,,action
49,aircraft_arrival,2024/4/25 4:59,2024/4/25 4:55,0,6,0,1,0,,action
50,aircraft_reconnoitre_complete,2024/4/25 5:00,2024/4/25 4:17,0,2,2,3,0,,action
51,report_mission_over,2024/4/25 5:00,2024/4/25 4:17,0,2,2,3,0,information,report
52,report_satellite_validation,2024/4/25 5:13,None,None,35,3,4,0,,report
53,rule_assign_aircraft_reconnoitre,2024/4/25 5:15,None,None,-1,3,4,0,[2; 7],rule
54,aircraft_arrival,2024/4/25 5:18,2024/4/25 5:15,0,7,3,4,0,,action
55,aircraft_arrival,2024/4/25 5:20,2024/4/25 5:15,0,2,3,4,0,,action
56,aircraft_reconnoitre_complete,2024/4/25 5:27,2024/4/25 4:17,0,3,2,3,0,,action
57,report_mission_over,2024/4/25 5:27,2024/4/25 4:17,0,3,2,3,0,information,report
58,aircraft_reconnoitre_complete,2024/4/25 5:36,2024/4/25 4:20,0,5,2,3,0,,action
59,report_mission_over,2024/4/25 5:36,2024/4/25 4:20,0,5,2,3,0,information,report
60,aircraft_reconnoitre_complete,2024/4/25 5:41,2024/4/25 4:14,0,0,3,4,0,,action
61,report_mission_over,2024/4/25 5:41,2024/4/25 4:14,0,0,3,4,0,information,report
62,aircraft_reconnoitre_complete,2024/4/25 5:48,2024/4/25 4:14,0,1,3,4,0,,action
63,report_mission_over,2024/4/25 5:48,2024/4/25 4:14,0,1,3,4,0,information,report
64,aircraft_reconnoitre_complete,2024/4/25 6:01,2024/4/25 5:15,0,7,3,4,0,,action
65,report_mission_over,2024/4/25 6:02,2024/4/25 5:15,0,7,3,4,0,information,report
66,aircraft_reconnoitre_complete,2024/4/25 6:08,2024/4/25 4:55,0,4,0,1,0,,action
67,report_mission_over,2024/4/25 6:08,2024/4/25 4:55,0,4,0,1,0,information,report
68,aircraft_reconnoitre_complete,2024/4/25 6:19,2024/4/25 4:55,0,6,0,1,0,,action
69,report_mission_over,2024/4/25 6:19,2024/4/25 4:55,0,6,0,1,0,information,report
70,aircraft_reconnoitre_complete,2024/4/25 6:55,2024/4/25 5:15,0,2,3,4,0,,action
71,report_mission_over,2024/4/25 6:55,2024/4/25 5:15,0,2,3,4,0,information,report
